molecule	gene	start	end	strand	orientation
3R	FBgn0038179_CG9312	13765756	13767103	forward	1
3R	FBgn0038180_Cht5	13767549	13770732	forward	1
3R	FBgn0038181_CG9297	13771495	13779317	forward	1
3R	FBgn0260464_CG9288	13779624	13780795	forward	1
3R	FBgn0038183_CG9286	13780964	13782082	forward	1
3R	FBgn0000454_Dip-B	13782288	13785676	forward	1
3R	FBgn0051588_tRNA:Phe-GAA-1-6	13797953	13798025	forward	1
3R	FBgn0051331_tRNA:Phe-GAA-1-7	13798198	13798270	reverse	0
3R	FBgn0038172_Adgf-D	13703084	13705402	reverse	0
3R	FBgn0028487_f-cup	13695263	13700838	reverse	0
3R	FBgn0038168_omd	13679440	13687210	reverse	0
3R	FBgn0038166_CG9588	13675092	13676681	reverse	0
3R	FBgn0038165_Task6	13667046	13674542	reverse	0
3R	FBgn0004237_Hrb87F	13656846	13660531	reverse	0
3R	FBgn0010258_Rbp4	13654556	13656394	reverse	0
3R	FBgn0003060_CG9757	13611583	13612433	reverse	0
3R	FBgn0038160_CG9759	13607078	13609246	reverse	0
3R	FBgn0000576_ems	13901853	13904620	forward	1
3R	FBgn0047199_CG31517	13948420	13949742	forward	1
3R	FBgn0016672_Ipp	13958789	13960474	forward	1
3R	FBgn0015270_Orc2	13964885	13967075	forward	1
3R	FBgn0038195_CG3061	14032371	14035041	forward	1
3R	FBgn0038196_CG9922	14035018	14036398	reverse	0
3R	FBgn0038191_Kots	13960712	13964174	reverse	0
3R	FBgn0038190_CG9926	13949454	13951138	reverse	0
3R	FBgn0038189_Art6	13944654	13945812	reverse	0
3R	FBgn0038188_Art9	13942238	13943460	reverse	0
3R	FBgn0008646_E5	13867345	13874916	reverse	0
3R	FBgn0038186_CG14362	13854599	13855454	reverse	0
3R	FBgn0051495_CG31495	13838240	13839934	reverse	0
3R	FBgn0002862_Mst87F	13827151	13828008	reverse	0
3R	FBgn0038197_foxo	14056945	14087978	forward	1
3R	FBgn0038198_Npc2b	14089517	14092425	forward	1
3R	FBgn0038203_Or88a	14109445	14110823	forward	1
3R	FBgn0038206_twf	14122654	14124474	forward	1
3R	FBgn0038210_CG3199	14162709	14163625	forward	1
3R	FBgn0027083_MetRS-m	14249043	14259991	reverse	0
3R	FBgn0038214_CG9616	14244804	14245471	reverse	0
3R	FBgn0038213_CG9624	14228018	14229145	reverse	0
3R	FBgn0027563_CG9631	14225098	14226762	reverse	0
3R	FBgn0053329_Sp212	14222074	14224155	reverse	0
3R	FBgn0053109_CG33109	14220560	14221584	reverse	0
3R	FBgn0051326_CG31326	14218136	14220205	reverse	0
3R	FBgn0038211_CG9649	14215459	14217882	reverse	0
3R	FBgn0011582_Dop1R1	14165379	14214810	reverse	0
3R	FBgn0051327_CG31327	14157560	14160278	reverse	0
3R	FBgn0051533_CG31533	14154728	14157431	reverse	0
3R	FBgn0038209_Recs1	14152885	14153829	reverse	0
3R	FBgn0038208_CG14355	14148508	14151940	reverse	0
3R	FBgn0038207_CG14356	14130680	14132072	reverse	0
3R	FBgn0010340_Timmdc1	14124163	14125548	reverse	0
3R	FBgn0020510_Abi	14119262	14122420	reverse	0
3R	FBgn0038205_Kif19A	14112451	14118450	reverse	0
3R	FBgn0038204_CG14357	14111151	14112166	reverse	0
3R	FBgn0038202_CG12402	14104488	14108321	reverse	0
3R	FBgn0038200_CG9920	14097293	14098080	reverse	0
3R	FBgn0038199_CCHa1	14092504	14096835	reverse	0
3R	FBgn0011971_tRNA:Ser-GCT-2-2	14044525	14044606	reverse	0
3R	FBgn0038219_CG14839	14262387	14263367	forward	1
3R	FBgn0038221_IFT54	14302428	14304458	forward	1
3R	FBgn0004855_Polr2I	14309089	14310178	forward	1
3R	FBgn0051321_CG31321	14310362	14314412	forward	1
3R	FBgn0013767_Crz	14314854	14315716	forward	1
3R	FBgn0011474_Set8	14316038	14320494	forward	1
3R	FBgn0038224_ATPsynE	14326947	14327735	forward	1
3R	FBgn0003480_spn-B	14328051	14329608	forward	1
3R	FBgn0038225_soti	14380663	14381699	reverse	0
3R	FBgn0024321_NK7.1	14329413	14372951	reverse	0
3R	FBgn0038223_Afti	14320191	14326689	reverse	0
3R	FBgn0003567_su(Hw)	14304455	14308589	reverse	0
3R	FBgn0038218_CG14841	14261391	14262418	reverse	0
3R	FBgn0038217_CG14840	14260208	14261213	reverse	0
3R	FBgn0038234_mRpL11	14511838	14512691	forward	1
3R	FBgn0038236_Cyp313a1	14521049	14523064	forward	1
3R	FBgn0038239_Jig	14560935	14561521	forward	1
3R	FBgn0038240_CG14851	14562340	14562845	forward	1
3R	FBgn0038242_CG14852	14565927	14566513	forward	1
3R	FBgn0020299_stumps	14577217	14608079	forward	1
3R	FBgn0038246_CG14853	14609642	14618987	forward	1
3R	FBgn0013981_His4r	14625755	14626614	forward	1
3R	FBgn0038247_Cad88C	14630478	14641776	forward	1
3R	FBgn0038250_CG3505	14657447	14659228	forward	1
3R	FBgn0038251_Hexim	14659438	14661177	forward	1
3R	FBgn0038252_BigH1	14663450	14664822	forward	1
3R	FBgn0025808_Rad17	14661176	14663197	reverse	0
3R	FBgn0038248_CG7886	14626676	14642563	reverse	0
3R	FBgn0003169_put	14619030	14625703	reverse	0
3R	FBgn0038244_CG7987	14570472	14575887	reverse	0
3R	FBgn0004629_Cys	14569103	14569644	reverse	0
3R	FBgn0038243_CG8066	14567611	14568847	reverse	0
3R	FBgn0051313_CG31313	14566432	14567429	reverse	0
3R	FBgn0038241_CG8087	14564323	14564805	reverse	0
3R	FBgn0038238_CG14854	14559166	14560054	reverse	0
3R	FBgn0038237_Pde6	14513901	14558304	reverse	0
3R	FBgn0038235_CG8461	14512639	14513637	reverse	0
3R	FBgn0038233_HtrA2	14509049	14511712	reverse	0
3R	FBgn0038260_CG14855	14796305	14798474	forward	1
3R	FBgn0038261_CG14856	14798986	14801163	forward	1
3R	FBgn0038262_CG14857	14801773	14804342	forward	1
3R	FBgn0038266_CG3610	14845043	14846737	forward	1
3R	FBgn0038268_CG3631	14879457	14882631	forward	1
3R	FBgn0067628_CG33331	14886456	14887739	forward	1
3R	FBgn0067629_CG33332	14886456	14889146	forward	1
3R	FBgn0038271_UQCR-C1	14890231	14892387	forward	1
3R	FBgn0038273_CG14860	14894784	14896446	forward	1
3R	FBgn0038275_CG3817	14898739	14899617	forward	1
3R	FBgn0038279_Sdr	14918628	14923083	forward	1
3R	FBgn0028662_VhaPPA1-1	14902330	14904061	reverse	0
3R	FBgn0038277_RpS5b	14900432	14901563	reverse	0
3R	FBgn0038274_Nup93-2	14895703	14898372	reverse	0
3R	FBgn0038272_Dph2	14892392	14893954	reverse	0
3R	FBgn0004597_CycC	14889004	14890205	reverse	0
3R	FBgn0038269_Rrp6	14882498	14886246	reverse	0
3R	FBgn0038258_CG7362	14751748	14754460	reverse	0
3R	FBgn0038257_smp-30	14745901	14751246	reverse	0
3R	FBgn0011217_eff	14732414	14741319	reverse	0
3R	FBgn0038256_CG7530	14724760	14731509	reverse	0
3R	FBgn0038280_CG14861	15014770	15016034	forward	1
3R	FBgn0038281_RpL10Aa	15037366	15038149	forward	1
3R	FBgn0038291_CG3984	15137148	15139007	forward	1
3R	FBgn0038292_CG3987	15139958	15141715	forward	1
3R	FBgn0038296_Kpc1	15191058	15196210	reverse	0
3R	FBgn0038294_Mf	15170625	15181510	reverse	0
3R	FBgn0038290_CG6912	15135138	15137004	reverse	0
3R	FBgn0038286_CG6966	15079320	15095631	reverse	0
3R	FBgn0038285_CG6974	15078530	15079285	reverse	0
3R	FBgn0038300_Mau2	15209204	15211347	forward	1
3R	FBgn0038302_CG4210	15213974	15214845	forward	1
3R	FBgn0038304_CG12241	15219256	15222371	forward	1
3R	FBgn0038307_mRpS10	15229665	15230516	forward	1
3R	FBgn0014879_Set	15263552	15265253	forward	1
3R	FBgn0016691_ATPsynO	15265591	15266690	forward	1
3R	FBgn0038312_Zip88E	15268662	15270532	forward	1
3R	FBgn0038313_CG4338	15275522	15276474	forward	1
3R	FBgn0004117_Tm2	15310193	15315197	forward	1
3R	FBgn0038315_CG14866	15316471	15318285	forward	1
3R	FBgn0026441_ear	15320756	15325279	forward	1
3R	FBgn0000533_ea	15328729	15330408	forward	1
3R	FBgn0038319_mRpL9	15330738	15331588	forward	1
3R	FBgn0038320_Cyfip	15333266	15338365	forward	1
3R	FBgn0021750_SerRS-m	15340667	15343218	forward	1
3R	FBgn0051301_CG31301	15346205	15348012	forward	1
3R	FBgn0038324_Tmtc4	15351225	15353926	forward	1
3R	FBgn0038326_Hibch	15357229	15359263	forward	1
3R	FBgn0038327_Trax	15361692	15362850	forward	1
3R	FBgn0038331_Ccm3	15371957	15374237	forward	1
3R	FBgn0041188_Atx2	15408423	15417277	forward	1
3R	FBgn0038339_CG6118	15421108	15434738	reverse	0
3R	FBgn0038337_CG6125	15402598	15407070	reverse	0
3R	FBgn0038334_h-cup	15381407	15382951	reverse	0
3R	FBgn0038332_CG6136	15370036	15372212	reverse	0
3R	FBgn0038330_CG14868	15367816	15369945	reverse	0
3R	FBgn0026737_CG6171	15362796	15363857	reverse	0
3R	FBgn0026634_Cog2	15358481	15361657	reverse	0
3R	FBgn0038325_Atg4b	15353720	15356924	reverse	0
3R	FBgn0019925_Surf4	15343653	15346176	reverse	0
3R	FBgn0038321_Nagk	15337908	15343256	reverse	0
3R	FBgn0013269_Fkbp39	15331584	15333133	reverse	0
3R	FBgn0038318_CG6236	15325325	15328269	reverse	0
3R	FBgn0038316_CG6276	15318203	15320069	reverse	0
3R	FBgn0011476_l(3)neo43	15277981	15278668	reverse	0
3R	FBgn0027378_MRG15	15276440	15278109	reverse	0
3R	FBgn0000283_Cp190	15270432	15275241	reverse	0
3R	FBgn0038311_CG14864	15266684	15268538	reverse	0
3R	FBgn0038309_Amt	15247163	15249137	reverse	0
3R	FBgn0045035_tefu	15232212	15242236	reverse	0
3R	FBgn0038306_Art3	15227605	15229408	reverse	0
3R	FBgn0051344_CG31344	15223378	15225329	reverse	0
3R	FBgn0051155_Polr2G	15222251	15223180	reverse	0
3R	FBgn0038303_SIDL	15214762	15218874	reverse	0
3R	FBgn0038301_CG6654	15211277	15213658	reverse	0
3R	FBgn0038299_Spn88Eb	15206703	15208762	reverse	0
3R	FBgn0028984_Spn88Ea	15203069	15206447	reverse	0
3R	FBgn0000047_Act88F	15439969	15442177	forward	1
3R	FBgn0038342_B9d1	15481906	15482904	forward	1
3R	FBgn0019940_Rh6	15483158	15484699	forward	1
3R	FBgn0038344_obe	15486050	15493310	forward	1
3R	FBgn0038345_maca	15494602	15495620	forward	1
3R	FBgn0038350_AOX4	15548628	15552833	reverse	0
3R	FBgn0038349_AOX3	15542748	15548188	reverse	0
3R	FBgn0038348_AOX2	15537713	15542414	reverse	0
3R	FBgn0051296_CG31296	15530072	15531473	reverse	0
3R	FBgn0038343_Trissin	15484730	15485396	reverse	0
3R	FBgn0053207_pxb	15666183	15690513	forward	1
3R	FBgn0051446_CG31446	15693086	15694194	forward	1
3R	FBgn0038353_CG5399	15695241	15697142	forward	1
3R	FBgn0038354_CG5404	15704676	15708434	forward	1
3R	FBgn0038355_CG4520	15744654	15746411	forward	1
3R	FBgn0038356_CG12784	15763115	15763551	forward	1
3R	FBgn0038358_Ttc26	15774416	15777640	forward	1
3R	FBgn0038359_CG5614	15779805	15781092	forward	1
3R	FBgn0038360_CG9590	15786703	15788339	forward	1
3R	FBgn0038361_Uros2	15788521	15789494	forward	1
3R	FBgn0038363_Acyp2	15792688	15793487	forward	1
3R	FBgn0038365_CG9593	15802275	15803653	forward	1
3R	FBgn0026616_alpha-Man-IIb	15804248	15824118	forward	1
3R	FBgn0038366_CG4576	15825747	15830321	forward	1
3R	FBgn0038369_Arpc3A	15834648	15836021	forward	1
3R	FBgn0003483_spn-E	15837419	15844415	forward	1
3R	FBgn0038373_CG4546	15846534	15848436	forward	1
3R	FBgn0038377_CG9632	15860196	15861478	forward	1
3R	FBgn0051183_CG31183	15857871	15875939	reverse	0
3R	FBgn0038376_Hmt-1	15853868	15857470	reverse	0
3R	FBgn0038371_Pbp45	15838146	15839515	reverse	0
3R	FBgn0017567_ND-23	15836048	15837117	reverse	0
3R	FBgn0003227_rec	15823019	15832632	reverse	0
3R	FBgn0000246_c(3)G	15789473	15792579	reverse	0
3R	FBgn0038357_CG5623	15766246	15767438	reverse	0
3R	FBgn0051294_CG31294	15715505	15716585	reverse	0
3R	FBgn0051292_CR31292	15906240	15906750	forward	1
3R	FBgn0038381_EndoU	15908398	15910367	forward	1
3R	FBgn0038385_Fbxl7	15920898	15932887	forward	1
3R	FBgn0038387_blp	15933847	15934940	forward	1
3R	FBgn0013334_Sap47	15935100	15962124	forward	1
3R	FBgn0038389_CG5516	15963884	15964761	forward	1
3R	FBgn0038390_Rbf2	15965446	15968138	forward	1
3R	FBgn0022787_Hel89B	15973298	15983451	forward	1
3R	FBgn0038391_GATAe	16009105	16019133	forward	1
3R	FBgn0003117_pnr	16026079	16041796	forward	1
3R	FBgn0038394_Jhbp4	16043498	16044832	forward	1
3R	FBgn0038396_CG5013	16049670	16050693	forward	1
3R	FBgn0027948_msps	16050801	16060675	forward	1
3R	FBgn0038398_sxe2	16083878	16087222	forward	1
3R	FBgn0010379_Akt	16099228	16105670	forward	1
3R	FBgn0052855_CG32855	16078980	16080992	reverse	0
3R	FBgn0038397_CG10185	16060589	16067594	reverse	0
3R	FBgn0024222_IKKbeta	16046347	16049421	reverse	0
3R	FBgn0038395_Jhbp5	16044747	16046130	reverse	0
3R	FBgn0002783_mor	15968134	15972913	reverse	0
3R	FBgn0052856_CG32856	15964678	15965351	reverse	0
3R	FBgn0038388_CG4287	15962167	15963867	reverse	0
3R	FBgn0051088_CG31088	15950201	15950943	reverse	0
3R	FBgn0038386_CG5478	15932700	15933734	reverse	0
3R	FBgn0027657_glob1	15896926	15904643	reverse	0
3R	FBgn0038380_CG14877	15889194	15896078	reverse	0
3R	FBgn0003319_Sb	16116161	16145284	forward	1
3R	FBgn0038401_CG5916	16147029	16149636	forward	1
3R	FBgn0063649_CG6006	16154982	16171766	forward	1
3R	FBgn0038404_CG8925	16171991	16180475	forward	1
3R	FBgn0051287_CG31287	16203371	16204961	forward	1
3R	FBgn0040071_tara	16225651	16260329	forward	1
3R	FBgn0020407_asun	16264271	16266891	forward	1
3R	FBgn0020399_Mst89B	16267012	16268433	forward	1
3R	FBgn0038412_Zip89B	16305758	16308700	forward	1
3R	FBgn0011858_tRNA:Phe-GAA-1-8	16321403	16321475	forward	1
3R	FBgn0012011_tRNA:Val-AAC-1-1	16321690	16321762	forward	1
3R	FBgn0038414_CG6901	16323415	16325128	forward	1
3R	FBgn0038415_CG17929	16325492	16327331	forward	1
3R	FBgn0038416_CG17930	16327849	16329622	forward	1
3R	FBgn0040271_Sulf1	16310542	16339575	reverse	0
3R	FBgn0038407_CG6126	16198000	16203083	reverse	0
3R	FBgn0024491_Bin1	16186156	16189564	reverse	0
3R	FBgn0038402_Fer2	16149369	16151312	reverse	0
3R	FBgn0038400_Mic26-27	16144401	16146855	reverse	0
3R	FBgn0038418_pad	16342318	16345829	forward	1
3R	FBgn0027095_Manf	16349404	16350801	forward	1
3R	FBgn0051279_CG31279	16430681	16432897	forward	1
3R	FBgn0051282_tRNA:Thr-AGT-1-4	16431940	16432013	forward	1
3R	FBgn0038424_Fntb	16432998	16434740	forward	1
3R	FBgn0038425_CG14881	16434899	16436066	forward	1
3R	FBgn0038429_CG14882	16443207	16445010	forward	1
3R	FBgn0038431_CG10405	16454492	16455797	forward	1
3R	FBgn0038432_CG14883	16456052	16458233	forward	1
3R	FBgn0027053_CSN5	16470099	16471406	forward	1
3R	FBgn0038435_Gyc89Da	16472601	16475477	forward	1
3R	FBgn0038436_Gyc89Db	16477110	16481070	forward	1
3R	FBgn0038445_CG14891	16571515	16573158	forward	1
3R	FBgn0038446_CG14903	16573179	16573752	reverse	0
3R	FBgn0028381_Decay	16499058	16501050	reverse	0
3R	FBgn0038439_Cad89D	16484566	16495422	reverse	0
3R	FBgn0038438_Der-2	16482694	16484223	reverse	0
3R	FBgn0038437_Sdhaf3	16481861	16482452	reverse	0
3R	FBgn0044826_Pak3	16445007	16453821	reverse	0
3R	FBgn0038428_Ttc1	16441843	16443007	reverse	0
3R	FBgn0038426_mRpS33	16436045	16436597	reverse	0
3R	FBgn0051497_tRNA:Thr-AGT-1-3	16424987	16425060	reverse	0
3R	FBgn0003513_ss	16374434	16403690	reverse	0
3R	FBgn0038423_CG10317	16368855	16370533	reverse	0
3R	FBgn0038422_js	16360329	16368306	reverse	0
3R	FBgn0038421_CG17931	16357535	16359466	reverse	0
3R	FBgn0038420_CG10311	16350786	16357015	reverse	0
3R	FBgn0038419_CG14879	16345825	16349226	reverse	0
3R	FBgn0038447_CG14892	16594414	16597241	forward	1
3R	FBgn0027109_NPF	16609220	16611325	forward	1
3R	FBgn0038449_CG17562	16615309	16617154	forward	1
3R	FBgn0038450_CG17560	16617950	16619878	forward	1
3R	FBgn0038451_CG14893	16620778	16622702	forward	1
3R	FBgn0015520_nonA-l	16640205	16643112	forward	1
3R	FBgn0038453_Arl6IP1	16643605	16645171	forward	1
3R	FBgn0015019_CCT3	16647605	16649978	forward	1
3R	FBgn0015230_Glut3	16788311	16790021	forward	1
3R	FBgn0020556_lncRNA:bxd	16742125	16773189	reverse	0
3R	FBgn0063261_CG31275	16750741	16751334	reverse	0
3R	FBgn0003944_Ubx	16656623	16734426	reverse	0
3R	FBgn0051217_modSP	16652446	16655662	reverse	0
3R	FBgn0038455_CG14907	16651217	16652319	reverse	0
3R	FBgn0015351_Mettl4	16649981	16651157	reverse	0
3R	FBgn0038454_CG10324	16645072	16647004	reverse	0
3R	FBgn0038452_Ccdc114	16622735	16624717	reverse	0
3R	FBgn0022344_CG10340	16613398	16614391	reverse	0
3R	FBgn0027562_CG10345	16597073	16604861	reverse	0
3R	FBgn0020907_Scp2	16574543	16583663	reverse	0
3R	FBgn0038458_VhaM9.7-d	16975204	16975697	forward	1
3R	FBgn0043069_MESK4	16988814	16990419	forward	1
3R	FBgn0038463_CG3534	16996446	16999449	forward	1
3R	FBgn0038465_Irc	17002875	17007208	forward	1
3R	FBgn0038466_CG8907	17008269	17012533	forward	1
3R	FBgn0038467_Adsl	17018780	17021120	reverse	0
3R	FBgn0038462_EMC2A	16994542	16996071	reverse	0
3R	FBgn0038461_EMC2B	16990334	16991878	reverse	0
3R	FBgn0038460_CG18622	16983510	16987732	reverse	0
3R	FBgn0015011_AhcyL2	16978439	16982158	reverse	0
3R	FBgn0015008_Actn3	16975885	16977795	reverse	0
3R	FBgn0000015_Abd-B	16927212	16972236	reverse	0
3R	FBgn0000014_abd-A	16807214	16830049	reverse	0
3R	FBgn0038468_CG5225	17028693	17030701	forward	1
3R	FBgn0051268_CG31268	17031802	17033515	forward	1
3R	FBgn0038471_Trm7-32	17040682	17041895	forward	1
3R	FBgn0038476_kuk	17080244	17084781	forward	1
3R	FBgn0038478_cal1	17088280	17091938	forward	1
3R	FBgn0051269_CG31269	17127126	17128201	forward	1
3R	FBgn0051265_CG31265	17128212	17129120	forward	1
3R	FBgn0051267_CG31267	17134197	17135283	forward	1
3R	FBgn0038484_CG5246	17136111	17137195	forward	1
3R	FBgn0038485_CG5255	17137893	17138865	forward	1
3R	FBgn0038486_CG5265	17138999	17141168	forward	1
3R	FBgn0038490_Smug	17150587	17151630	forward	1
3R	FBgn0038491_CG5292	17151861	17153771	forward	1
3R	FBgn0038494_beat-IIb	17232253	17265049	reverse	0
3R	FBgn0051262_CG31262	17217116	17223074	reverse	0
3R	FBgn0038492_Mur89F	17152995	17202130	reverse	0
3R	FBgn0038488_m-cup	17144475	17149412	reverse	0
3R	FBgn0038487_TwdlW	17141208	17142404	reverse	0
3R	FBgn0038482_CG4053	17131211	17132198	reverse	0
3R	FBgn0038481_CG17475	17129339	17130426	reverse	0
3R	FBgn0038479_CG17477	17126088	17126938	reverse	0
3R	FBgn0038475_Keap1	17073942	17079945	reverse	0
3R	FBgn0038473_Ns1	17070523	17072675	reverse	0
3R	FBgn0038472_bdwf	17041896	17043136	reverse	0
3R	FBgn0038470_CG18213	17036394	17040203	reverse	0
3R	FBgn0038469_CG4009	17033588	17036045	reverse	0
3R	FBgn0051418_CG31418	17283795	17284511	forward	1
3R	FBgn0051419_CG31419	17284648	17285421	forward	1
3R	FBgn0028992_sds22	17391594	17393020	forward	1
3R	FBgn0038505_CG17283	17407876	17409460	forward	1
3R	FBgn0038506_CG5860	17409619	17410840	forward	1
3R	FBgn0038507_CG5863	17411108	17412680	forward	1
3R	FBgn0038508_CG5866	17415739	17416505	forward	1
3R	FBgn0053333_CG33333	17417467	17418042	forward	1
3R	FBgn0038511_cysu	17425768	17446499	forward	1
3R	FBgn0038512_CG14330	17455890	17456776	reverse	0
3R	FBgn0000564_Eh	17446642	17448858	reverse	0
3R	FBgn0038510_CG14331	17438968	17440728	reverse	0
3R	FBgn0038509_CG14332	17421690	17422202	reverse	0
3R	FBgn0038504_Sur-8	17395199	17402515	reverse	0
3R	FBgn0038499_Brf	17374833	17391337	reverse	0
3R	FBgn0038498_beat-IIa	17320004	17366119	reverse	0
3R	FBgn0038516_P5cr-2	17534815	17537136	forward	1
3R	FBgn0025571_SF1	17540421	17545148	forward	1
3R	FBgn0038523_Sgs5bis	17594386	17595057	forward	1
3R	FBgn0003375_Sgs5	17595362	17596112	forward	1
3R	FBgn0038524_sll	17606106	17608541	forward	1
3R	FBgn0038525_CG14329	17609359	17610533	forward	1
3R	FBgn0038526_CG14327	17613709	17614933	forward	1
3R	FBgn0012002_tRNA:Val-CAC-1-1	17617761	17617833	forward	1
3R	FBgn0038528_CG14326	17619100	17619688	forward	1
3R	FBgn0051570_tRNA:Ala-AGC-2-2	17619738	17619810	forward	1
3R	FBgn0011945_tRNA:Pro-TGG-1-2	17619961	17620032	forward	1
3R	FBgn0038530_AttD	17625268	17626086	forward	1
3R	FBgn0038531_CG14325	17627127	17629012	forward	1
3R	FBgn0051573_tRNA:Pro-TGG-1-3	17631679	17631750	forward	1
3R	FBgn0051578_tRNA:Pro-TGG-1-4	17645610	17645681	forward	1
3R	FBgn0051579_tRNA:Ala-AGC-2-7	17646368	17646440	forward	1
3R	FBgn0051577_tRNA:Ala-AGC-1-1	17657145	17657217	forward	1
3R	FBgn0038532_CG14322	17647679	17669985	forward	1
3R	FBgn0051576_tRNA:Ala-AGC-2-10	17668187	17668259	forward	1
3R	FBgn0000063_Mps1	17671271	17673828	forward	1
3R	FBgn0038536_CG7655	17682669	17683773	forward	1
3R	FBgn0051360_CG31360	17685097	17685807	forward	1
3R	FBgn0051249_CG31249	17685689	17687071	reverse	0
3R	FBgn0051251_CG31251	17683740	17684915	reverse	0
3R	FBgn0038533_CG7523	17669144	17670895	reverse	0
3R	FBgn0051575_tRNA:Ala-AGC-2-9	17658381	17658453	reverse	0
3R	FBgn0051580_tRNA:Ala-AGC-2-8	17646683	17646755	reverse	0
3R	FBgn0051568_tRNA:Ala-AGC-2-6	17645307	17645379	reverse	0
3R	FBgn0051569_tRNA:Ala-AGC-2-5	17631042	17631114	reverse	0
3R	FBgn0051591_tRNA:Val-AAC-1-2	17629086	17629158	reverse	0
3R	FBgn0011994_tRNA:Thr-AGT-1-6	17624806	17624879	reverse	0
3R	FBgn0011993_tRNA:Thr-AGT-1-5	17624565	17624638	reverse	0
3R	FBgn0038529_CG14323	17621199	17622112	reverse	0
3R	FBgn0011840_tRNA:Ala-AGC-2-3	17620144	17620216	reverse	0
3R	FBgn0038527_CG14324	17618281	17618799	reverse	0
3R	FBgn0011944_tRNA:Pro-TGG-1-1	17618110	17618181	reverse	0
3R	FBgn0004554_Edg91	17610856	17611511	reverse	0
3R	FBgn0038519_Prx3	17545222	17546531	reverse	0
3R	FBgn0010926_l(3)07882	17535533	17539963	reverse	0
3R	FBgn0038515_CG5823	17532325	17534587	reverse	0
3R	FBgn0016650_Lgr1	17725777	17733207	forward	1
3R	FBgn0038540_CG14321	17733598	17734381	forward	1
3R	FBgn0038541_TyrRII	17736611	17747470	forward	1
3R	FBgn0038545_pasi1	17795075	17796317	forward	1
3R	FBgn0038558_CG12347	17906445	17907451	forward	1
3R	FBgn0038552_Alg1	17809401	17811134	reverse	0
3R	FBgn0038551_Odj	17807407	17809222	reverse	0
3R	FBgn0038550_CG17801	17805679	17807085	reverse	0
3R	FBgn0038549_Nnk	17803225	17805249	reverse	0
3R	FBgn0038548_CG17806	17801542	17803260	reverse	0
3R	FBgn0038546_CG7379	17796376	17798304	reverse	0
3R	FBgn0038542_TyrR	17750129	17763188	reverse	0
3R	FBgn0038539_Atg8b	17724410	17725063	reverse	0
3R	FBgn0000477_DNaseII	18019375	18021161	forward	1
3R	FBgn0038564_CG7785	18021600	18023689	forward	1
3R	FBgn0038565_CG7794	18023707	18025378	forward	1
3R	FBgn0038566_bard	18081048	18082583	forward	1
3R	FBgn0003499_sr	18090803	18135583	forward	1
3R	FBgn0051242_tRNA:Gly-TCC-1-3	18108637	18108708	forward	1
3R	FBgn0051518_tRNA:Gly-TCC-1-4	18108993	18109064	forward	1
3R	FBgn0038567_CG14316	18152120	18153640	forward	1
3R	FBgn0038568_CG14315	18158701	18159471	forward	1
3R	FBgn0010389_htl	18045216	18052984	reverse	0
3R	FBgn0022943_Cbp20	18164661	18165439	forward	1
3R	FBgn0042693_wrd	18167757	18180049	forward	1
3R	FBgn0038576_Arp5	18185498	18187875	forward	1
3R	FBgn0038578_MED17	18189072	18191265	forward	1
3R	FBgn0028499_CG7985	18199857	18215001	forward	1
3R	FBgn0038581_CG14314	18216142	18218014	forward	1
3R	FBgn0038582_CG7988	18220526	18221473	forward	1
3R	FBgn0038585_Non3	18223722	18224942	forward	1
3R	FBgn0011701_repo	18236192	18239602	forward	1
3R	FBgn0020238_14-3-3epsilon	18242531	18250550	forward	1
3R	FBgn0038589_CG18598	18251115	18251539	forward	1
3R	FBgn0038592_CG18599	18267789	18271172	forward	1
3R	FBgn0026250_eIF1A	18274665	18283005	forward	1
3R	FBgn0038597_CG8064	18283660	18286624	forward	1
3R	FBgn0024432_Dlc90F	18299229	18300044	forward	1
3R	FBgn0038607_hmw	18361994	18364277	forward	1
3R	FBgn0038609_Nup43	18366638	18367913	forward	1
3R	FBgn0040569_lncRNA:CR14310	18372928	18373329	forward	1
3R	FBgn0038611_CG14309	18381580	18385072	reverse	0
3R	FBgn0038610_CG7675	18378124	18381178	reverse	0
3R	FBgn0038608_WRNexo	18364244	18366162	reverse	0
3R	FBgn0038606_CG15803	18330932	18360728	reverse	0
3R	FBgn0038603_PKD	18303279	18314407	reverse	0
3R	FBgn0038602_CG7126	18302052	18302849	reverse	0
3R	FBgn0038601_Polr1E	18300195	18301728	reverse	0
3R	FBgn0010877_l(3)05822	18288866	18298879	reverse	0
3R	FBgn0038598_CG7131	18286620	18288777	reverse	0
3R	FBgn0038596_CG14312	18282978	18283528	reverse	0
3R	FBgn0038595_CG7142	18278181	18279522	reverse	0
3R	FBgn0038593_Vps39	18271189	18274446	reverse	0
3R	FBgn0038590_CG12320	18251069	18252734	reverse	0
3R	FBgn0038588_CG7156	18239420	18242159	reverse	0
3R	FBgn0038586_CG7168	18224902	18226082	reverse	0
3R	FBgn0038584_mTerf5	18221522	18223682	reverse	0
3R	FBgn0038583_CG7183	18218147	18220699	reverse	0
3R	FBgn0011481_Ssdp	18192494	18199595	reverse	0
3R	FBgn0038579_CG14313	18191244	18191967	reverse	0
3R	FBgn0038577_CG12321	18187805	18188707	reverse	0
3R	FBgn0038569_CG7218	18161392	18164397	reverse	0
3R	FBgn0038612_cona	18385828	18386887	forward	1
3R	FBgn0038619_CG7685	18404940	18406002	forward	1
